,cena,czynsz,forma_wlasnosci,liczba_pieter,liczba_pokoi,material_budynku,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rynek,stan_wykonczenia,wiek
1616,149000.0,200.0,pelna_wlasnosc,4,2,cegla,miejskie,plastikowe,1.0,41.0,kamienica,wtorny,do_remontu,39
1617,444000.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,66.95,apartamentowiec,pierwotny,do_wykonczenia,1
1618,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1619,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
1620,970000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,4.0,136.49,apartamentowiec,pierwotny,do_wykonczenia,1
1621,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1622,280350.0,350.0,pelna_wlasnosc,4,2,inne,miejskie,plastikowe,3.0,45.0,apartamentowiec,pierwotny,do_wykonczenia,0
1623,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1624,836000.0,350.0,pelna_wlasnosc,16,5,pustak,miejskie,plastikowe,11.0,104.0,apartamentowiec,pierwotny,do_wykonczenia,0
1625,579000.0,350.0,pelna_wlasnosc,8,3,silikat,miejskie,plastikowe,0.0,71.0,apartamentowiec,wtorny,do_zamieszkania,39
1626,522981.0,100.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,85.01,apartamentowiec,pierwotny,do_wykonczenia,-1
1627,396561.0,100.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,65.01,apartamentowiec,pierwotny,do_wykonczenia,-2
1628,331413.0,100.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,54.33,apartamentowiec,pierwotny,do_wykonczenia,-1
1629,443450.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,10.0,70.0,apartamentowiec,pierwotny,do_wykonczenia,0
1630,699000.0,600.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
1631,326403.0,100.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,51.81,apartamentowiec,pierwotny,do_wykonczenia,-1
1632,420750.0,350.0,pelna_wlasnosc,3,3,cegla,miejskie,plastikowe,1.0,84.0,kamienica,wtorny,do_zamieszkania,39
1633,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
1634,220350.0,100.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,0.0,33.9,apartamentowiec,pierwotny,do_wykonczenia,-1
1635,301518.0,100.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,47.86,apartamentowiec,pierwotny,do_wykonczenia,-1
1636,346042.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,plastikowe,1.0,47.73,apartamentowiec,pierwotny,do_wykonczenia,0
1637,380000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,0.0,104.0,blok,wtorny,do_zamieszkania,39
1638,310442.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,1.0,41.67,apartamentowiec,pierwotny,do_wykonczenia,0
1639,249000.0,360.0,pelna_wlasnosc,2,2,cegla,miejskie,plastikowe,2.0,47.7,kamienica,wtorny,do_remontu,110
1640,276654.0,350.0,pelna_wlasnosc,6,1,pustak,miejskie,plastikowe,1.0,28.23,apartamentowiec,pierwotny,do_wykonczenia,0
1641,470000.0,1000.0,spoldzielcze_wl._z_kw,2,4,beton,miejskie,plastikowe,1.0,93.0,blok,wtorny,do_zamieszkania,39
1642,259555.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,1.0,45.14,blok,pierwotny,do_wykonczenia,0
1643,189566.0,350.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,0.0,41.21,apartamentowiec,pierwotny,do_wykonczenia,2
1644,312525.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,2.0,41.67,apartamentowiec,pierwotny,do_wykonczenia,0
1645,245778.0,350.0,pelna_wlasnosc,3,2,pustak,miejskie,plastikowe,0.0,53.43,apartamentowiec,pierwotny,do_wykonczenia,2
1646,79000.0,350.0,pelna_wlasnosc,3,2,cegla,inne,plastikowe,0.0,32.0,kamienica,wtorny,do_zamieszkania,69
1647,195000.0,350.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,1.0,30.3,apartamentowiec,pierwotny,do_wykonczenia,1
1648,1150000.0,700.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,4.0,127.0,apartamentowiec,wtorny,do_zamieszkania,11
1649,390000.0,350.0,pelna_wlasnosc,3,4,beton,miejskie,plastikowe,2.0,75.0,blok,wtorny,do_zamieszkania,39
1650,778000.0,350.0,pelna_wlasnosc,4,6,beton,miejskie,plastikowe,4.0,132.1,blok,wtorny,do_zamieszkania,39
1651,970000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,4.0,136.49,apartamentowiec,pierwotny,do_wykonczenia,1
1652,560000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,82.28,apartamentowiec,pierwotny,do_wykonczenia,1
1653,222900.0,350.0,pelna_wlasnosc,4,1,beton,miejskie,plastikowe,3.0,35.0,blok,wtorny,do_zamieszkania,39
1654,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1655,270000.0,450.0,pelna_wlasnosc,18,2,beton,miejskie,plastikowe,5.0,46.0,blok,wtorny,do_zamieszkania,39
1656,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1657,320000.0,350.0,spoldzielcze_wl._z_kw,10,3,beton,miejskie,plastikowe,1.0,56.8,blok,wtorny,do_zamieszkania,39
1658,349000.0,350.0,pelna_wlasnosc,11,3,beton,miejskie,plastikowe,3.0,63.0,blok,wtorny,do_remontu,39
1659,233520.0,450.0,spoldzielcze_wl._z_kw,4,2,beton,miejskie,plastikowe,3.0,48.65,blok,wtorny,do_zamieszkania,39
1660,560000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,82.28,apartamentowiec,pierwotny,do_wykonczenia,1
1661,280000.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,42.27,apartamentowiec,pierwotny,do_wykonczenia,1
1662,195000.0,350.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,1.0,30.3,apartamentowiec,pierwotny,do_wykonczenia,1
1663,970000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,4.0,136.49,apartamentowiec,pierwotny,do_wykonczenia,1
1664,309054.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,0.0,39.37,apartamentowiec,pierwotny,do_wykonczenia,0
1665,319416.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,0.0,40.69,apartamentowiec,pierwotny,do_wykonczenia,0
1666,324870.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,6.0,41.65,apartamentowiec,pierwotny,do_wykonczenia,0
1667,303000.0,350.0,pelna_wlasnosc,6,2,beton,miejskie,plastikowe,3.0,37.0,apartamentowiec,pierwotny,do_wykonczenia,0
1668,411800.0,350.0,pelna_wlasnosc,8,3,pustak,miejskie,plastikowe,0.0,53.83,apartamentowiec,pierwotny,do_wykonczenia,0
1669,277662.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,0.0,36.06,apartamentowiec,pierwotny,do_wykonczenia,0
1670,450000.0,350.0,pelna_wlasnosc,6,3,cegla,miejskie,plastikowe,6.0,76.2,blok,wtorny,do_zamieszkania,39
1671,620000.0,950.0,pelna_wlasnosc,3,4,beton,miejskie,drewniane,0.0,120.0,apartamentowiec,wtorny,do_zamieszkania,34
1672,297000.0,650.0,spoldzielcze_wl._z_kw,10,4,beton,miejskie,plastikowe,0.0,55.0,blok,wtorny,do_zamieszkania,37
1673,237000.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,4.0,57.0,blok,wtorny,do_remontu,39
1674,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1675,779000.0,350.0,pelna_wlasnosc,4,6,cegla,gazowe,plastikowe,4.0,150.0,kamienica,wtorny,do_zamieszkania,114
1676,273540.0,350.0,pelna_wlasnosc,6,1,pustak,miejskie,plastikowe,2.0,28.2,apartamentowiec,pierwotny,do_wykonczenia,-1
1677,699000.0,600.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
1678,380000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,0.0,104.0,blok,wtorny,do_zamieszkania,39
1679,295000.0,350.0,pelna_wlasnosc,3,3,beton,miejskie,plastikowe,0.0,48.75,blok,wtorny,do_remontu,49
1680,169000.0,500.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,8.0,37.66,blok,wtorny,do_zamieszkania,39
1681,405794.0,350.0,pelna_wlasnosc,6,4,pustak,miejskie,plastikowe,1.0,59.24,apartamentowiec,pierwotny,do_wykonczenia,-1
1682,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1683,374000.0,350.0,pelna_wlasnosc,10,4,inne,miejskie,plastikowe,4.0,72.59,blok,wtorny,do_remontu,59
1684,317394.0,350.0,pelna_wlasnosc,18,2,pustak,miejskie,plastikowe,11.0,45.8,apartamentowiec,pierwotny,do_wykonczenia,0
1685,295000.0,390.0,pelna_wlasnosc,4,3,inne,miejskie,plastikowe,0.0,49.0,blok,wtorny,do_remontu,39
1686,370000.0,350.0,spoldzielcze_wl._z_kw,3,4,beton,miejskie,plastikowe,1.0,72.0,blok,wtorny,do_zamieszkania,39
1687,360000.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,51.0,apartamentowiec,wtorny,do_zamieszkania,10
1688,555000.0,350.0,pelna_wlasnosc,8,3,silikat,miejskie,plastikowe,0.0,71.0,apartamentowiec,wtorny,do_zamieszkania,39
1689,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1690,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1691,259000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,46.0,apartamentowiec,pierwotny,do_wykonczenia,0
1692,399900.0,350.0,spoldzielcze_wlasnosciowe,25,3,beton,miejskie,plastikowe,10.0,80.0,blok,wtorny,do_remontu,39
1693,279000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,4.0,45.1,apartamentowiec,pierwotny,do_wykonczenia,0
1694,239205.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,2.0,43.1,blok,pierwotny,do_wykonczenia,0
1695,333900.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,1.0,60.0,apartamentowiec,pierwotny,do_wykonczenia,0
1696,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1697,277662.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,0.0,36.06,apartamentowiec,pierwotny,do_wykonczenia,-1
1698,225098.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,5.0,38.81,blok,pierwotny,do_wykonczenia,-1
1699,246000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,40.0,apartamentowiec,pierwotny,do_wykonczenia,0
1700,221217.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,2.0,38.81,blok,pierwotny,do_wykonczenia,-1
1701,217035.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,0.0,41.34,blok,pierwotny,do_wykonczenia,-1
1702,225098.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,4.0,38.81,blok,pierwotny,do_wykonczenia,-1
1703,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1704,338000.0,350.0,spoldzielcze_wl._z_kw,10,3,beton,miejskie,plastikowe,10.0,66.0,blok,wtorny,do_zamieszkania,39
1705,275000.0,350.0,spoldzielcze_wl._z_kw,10,3,beton,miejskie,plastikowe,0.0,55.57,blok,wtorny,do_remontu,39
1706,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1707,575000.0,350.0,pelna_wlasnosc,8,3,silikat,miejskie,plastikowe,0.0,71.0,apartamentowiec,wtorny,do_zamieszkania,39
1708,305000.0,350.0,pelna_wlasnosc,6,2,inne,miejskie,plastikowe,2.0,42.0,blok,wtorny,do_wykonczenia,39
1709,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
1710,269004.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,46.38,apartamentowiec,pierwotny,do_wykonczenia,0
1711,286000.0,350.0,spoldzielcze_wl._z_kw,4,3,beton,miejskie,plastikowe,3.0,57.6,blok,wtorny,do_zamieszkania,39
1712,778000.0,350.0,pelna_wlasnosc,4,3,cegla,miejskie,drewniane,4.0,132.0,kamienica,wtorny,do_remontu,99
1713,395000.0,350.0,pelna_wlasnosc,10,2,inne,miejskie,plastikowe,4.0,51.0,blok,wtorny,do_zamieszkania,11
1714,214000.0,350.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
1715,229000.0,470.0,spoldzielcze_wl._z_kw,10,2,beton,miejskie,plastikowe,3.0,48.65,blok,wtorny,do_zamieszkania,37
1716,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1717,781000.0,200.0,pelna_wlasnosc,3,5,cegla,miejskie,plastikowe,1.0,124.0,blok,wtorny,do_zamieszkania,39
1718,241360.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,4.0,43.1,blok,pierwotny,do_wykonczenia,-1
1719,312913.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,50.05,apartamentowiec,pierwotny,do_wykonczenia,0
1720,664884.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,4.0,96.36,apartamentowiec,pierwotny,do_wykonczenia,0
1721,202000.0,400.0,pelna_wlasnosc,11,3,inne,miejskie,plastikowe,11.0,38.5,blok,wtorny,do_remontu,39
1722,269500.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,39.0,blok,wtorny,do_zamieszkania,4
1723,231504.0,350.0,pelna_wlasnosc,6,2,cegla,miejskie,plastikowe,4.0,41.34,blok,pierwotny,do_wykonczenia,-1
1724,329630.0,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,1.0,55.4,blok,pierwotny,do_wykonczenia,0
1725,239000.0,390.0,spoldzielcze_wl._z_kw,4,2,cegla,miejskie,plastikowe,2.0,47.0,blok,wtorny,do_zamieszkania,39
1726,276654.0,350.0,pelna_wlasnosc,6,1,pustak,miejskie,plastikowe,4.0,28.23,apartamentowiec,pierwotny,do_wykonczenia,0
1727,389654.0,350.0,pelna_wlasnosc,6,4,pustak,miejskie,plastikowe,3.0,55.27,apartamentowiec,pierwotny,do_wykonczenia,0
1728,276654.0,350.0,pelna_wlasnosc,6,1,pustak,miejskie,plastikowe,3.0,28.23,apartamentowiec,pierwotny,do_wykonczenia,0
1729,318776.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,5.0,41.67,apartamentowiec,pierwotny,do_wykonczenia,0
1730,353502.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,plastikowe,5.0,47.45,apartamentowiec,pierwotny,do_wykonczenia,0
1731,285000.0,550.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,10.0,65.0,blok,wtorny,do_zamieszkania,40
1732,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1733,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1734,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1735,214000.0,413.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
1736,147000.0,300.0,spoldzielcze_wlasnosciowe,10,1,beton,miejskie,plastikowe,10.0,26.0,blok,wtorny,do_zamieszkania,41
1737,222360.0,350.0,pelna_wlasnosc,10,1,pustak,miejskie,plastikowe,5.0,34.0,apartamentowiec,pierwotny,do_wykonczenia,0
1738,272078.0,350.0,pelna_wlasnosc,5,2,inne,miejskie,plastikowe,0.0,46.91,apartamentowiec,pierwotny,do_wykonczenia,0
1739,214000.0,350.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
1740,415000.0,350.0,pelna_wlasnosc,4,2,cegla,miejskie,plastikowe,3.0,70.0,kamienica,wtorny,do_remontu,107
1741,388994.0,100.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,61.03,apartamentowiec,pierwotny,do_wykonczenia,-2
1742,349000.0,350.0,pelna_wlasnosc,11,3,beton,inne,drewniane,3.0,63.0,blok,wtorny,do_remontu,39
1743,465000.0,350.0,pelna_wlasnosc,7,2,beton,miejskie,plastikowe,5.0,47.6,blok,wtorny,do_zamieszkania,39
1744,409047.0,100.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,60.97,apartamentowiec,pierwotny,do_wykonczenia,-2
1745,339696.0,100.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,53.92,apartamentowiec,pierwotny,do_wykonczenia,-1
1746,223925.0,100.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,0.0,34.45,apartamentowiec,pierwotny,do_wykonczenia,-2
1747,385000.0,350.0,spoldzielcze_wlasnosciowe,13,3,beton,miejskie,plastikowe,7.0,60.0,blok,wtorny,do_zamieszkania,39
1748,374000.0,550.0,pelna_wlasnosc,10,4,beton,miejskie,plastikowe,4.0,69.58,blok,wtorny,do_zamieszkania,39
1749,299000.0,300.0,pelna_wlasnosc,10,4,beton,miejskie,plastikowe,3.0,44.0,blok,wtorny,do_zamieszkania,39
1750,252000.0,370.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,2.0,42.35,blok,wtorny,do_zamieszkania,39
1751,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1752,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1753,259555.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,1.0,45.14,blok,pierwotny,do_wykonczenia,0
1754,413788.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,1.0,66.88,apartamentowiec,pierwotny,do_wykonczenia,1
1755,672000.0,350.0,pelna_wlasnosc,4,3,cegla,gazowe,plastikowe,3.0,56.0,kamienica,wtorny,do_zamieszkania,0
1756,355000.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,51.0,blok,wtorny,do_zamieszkania,0
1757,382000.0,300.0,pelna_wlasnosc,4,2,cegla,gazowe,plastikowe,3.0,31.85,kamienica,wtorny,do_zamieszkania,0
1758,265000.0,350.0,pelna_wlasnosc,11,2,beton,miejskie,plastikowe,11.0,44.0,blok,wtorny,do_zamieszkania,39
1759,119900.0,430.0,spoldzielcze_wlasnosciowe,11,1,beton,miejskie,plastikowe,2.0,29.22,blok,wtorny,do_zamieszkania,39
1760,300118.0,350.0,pelna_wlasnosc,6,2,pustak,miejskie,plastikowe,5.0,30.94,apartamentowiec,pierwotny,do_wykonczenia,0
1761,297000.0,350.0,pelna_wlasnosc,3,2,beton,inne,plastikowe,1.0,60.0,kamienica,wtorny,do_zamieszkania,39
1762,356070.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,plastikowe,4.0,49.8,apartamentowiec,pierwotny,do_wykonczenia,0
1763,365000.0,850.0,pelna_wlasnosc,7,3,beton,miejskie,plastikowe,2.0,95.0,blok,wtorny,do_remontu,39
1764,264069.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,2.0,45.14,blok,pierwotny,do_wykonczenia,0
1765,246000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,40.0,apartamentowiec,pierwotny,do_wykonczenia,0
1766,353000.0,350.0,pelna_wlasnosc,6,3,inne,miejskie,plastikowe,3.0,48.0,blok,wtorny,do_wykonczenia,0
1767,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1768,283000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
1769,299000.0,350.0,pelna_wlasnosc,2,2,cegla,miejskie,plastikowe,1.0,66.79,kamienica,wtorny,do_zamieszkania,39
1770,332000.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,63.0,apartamentowiec,pierwotny,do_wykonczenia,0
1771,370000.0,350.0,pelna_wlasnosc,4,4,cegla,miejskie,plastikowe,4.0,70.0,blok,wtorny,do_remontu,27
1772,333900.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,1.0,60.0,apartamentowiec,pierwotny,do_wykonczenia,0
1773,259000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,46.0,apartamentowiec,pierwotny,do_wykonczenia,0
1774,279000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,4.0,45.1,apartamentowiec,pierwotny,do_wykonczenia,0
1775,500000.0,480.0,pelna_wlasnosc,3,3,pustak,miejskie,plastikowe,3.0,74.0,blok,wtorny,do_zamieszkania,16
1776,998000.0,350.0,pelna_wlasnosc,4,4,inne,miejskie,plastikowe,4.0,117.0,blok,wtorny,do_zamieszkania,11
1777,227850.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,2.0,36.75,apartamentowiec,pierwotny,do_wykonczenia,0
1778,395000.0,350.0,pelna_wlasnosc,2,4,cegla,gazowe,plastikowe,0.0,83.37,kamienica,wtorny,do_wykonczenia,69
1779,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1780,340534.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,51.99,apartamentowiec,pierwotny,do_wykonczenia,0
1781,209000.0,350.0,pelna_wlasnosc,2,2,cegla,miejskie,plastikowe,0.0,59.0,blok,wtorny,do_zamieszkania,39
1782,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1783,175000.0,350.0,pelna_wlasnosc,3,2,cegla,elektryczne,plastikowe,2.0,41.0,kamienica,wtorny,do_remontu,108
1784,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1785,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
1786,271602.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,3.0,39.65,apartamentowiec,pierwotny,do_wykonczenia,0
1787,180000.0,317.0,pelna_wlasnosc,10,1,inne,miejskie,plastikowe,0.0,28.0,blok,wtorny,do_zamieszkania,39
1788,215000.0,350.0,pelna_wlasnosc,8,2,beton,miejskie,plastikowe,5.0,48.45,blok,wtorny,do_zamieszkania,39
1789,263484.0,350.0,pelna_wlasnosc,10,3,inne,miejskie,plastikowe,5.0,51.0,blok,wtorny,do_wykonczenia,0
1790,399000.0,350.0,pelna_wlasnosc,3,3,inne,miejskie,plastikowe,1.0,59.0,apartamentowiec,wtorny,do_zamieszkania,39
1791,320000.0,350.0,pelna_wlasnosc,13,3,beton,miejskie,plastikowe,5.0,60.0,blok,wtorny,do_zamieszkania,39
1792,218000.0,500.0,spoldzielcze_wlasnosciowe,4,3,cegla,miejskie,plastikowe,2.0,53.7,blok,wtorny,do_remontu,49
1793,185000.0,440.0,pelna_wlasnosc,9,1,beton,miejskie,plastikowe,8.0,31.0,blok,wtorny,do_zamieszkania,39
1794,270000.0,350.0,pelna_wlasnosc,4,2,cegla,miejskie,plastikowe,3.0,46.2,blok,wtorny,do_zamieszkania,39
1795,280000.0,440.0,spoldzielcze_wlasnosciowe,13,3,beton,miejskie,plastikowe,5.0,56.7,blok,wtorny,do_remontu,39
1796,234000.0,350.0,pelna_wlasnosc,5,2,inne,miejskie,plastikowe,4.0,33.0,blok,wtorny,do_wykonczenia,0
1797,287870.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,0.0,36.21,apartamentowiec,pierwotny,do_wykonczenia,0
1798,1149000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,4.0,128.0,apartamentowiec,wtorny,do_zamieszkania,10
1799,569000.0,350.0,pelna_wlasnosc,2,3,cegla,miejskie,plastikowe,2.0,80.0,kamienica,wtorny,do_zamieszkania,39
1800,338000.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,10.0,67.0,blok,wtorny,do_zamieszkania,39
1801,235000.0,400.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,3.0,48.0,blok,wtorny,do_zamieszkania,39
1802,280000.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,42.27,apartamentowiec,pierwotny,do_wykonczenia,0
1803,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1804,240000.0,350.0,spoldzielcze_wlasnosciowe,13,2,beton,miejskie,plastikowe,0.0,47.1,blok,wtorny,do_zamieszkania,39
1805,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
1806,384884.0,350.0,pelna_wlasnosc,8,3,pustak,miejskie,plastikowe,1.0,53.83,apartamentowiec,pierwotny,do_wykonczenia,0
1807,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
